0,1,2,3,4,5,6
"a href=""/wiki/LGI_Homes"" title=""LGI Homes""LGI Homes/a
",LGIH,"Consumer Discretionary
","Homebuilding
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=LGIH&amp;action=getcompany"" rel=""nofollow""view/a
","0001580670
",S&P600
"a href=""/wiki/Ligand_Pharmaceuticals"" title=""Ligand Pharmaceuticals"" Ligand Pharmaceuticals, Inc./a
",LGND,"Health Care
","Biotechnology
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=LGND&amp;action=getcompany"" rel=""nofollow""view/a
","0000886163
",S&P600
"Lakeland Financial
",LKFN,"Financials
","Diversified Banks
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=LKFN&amp;action=getcompany"" rel=""nofollow""view/a
","0000721994
",S&P600
"a href=""/wiki/LL_Flooring"" title=""LL Flooring""LL Flooring/a
",LL,"Consumer Discretionary
","Home Improvement Retail
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=LL&amp;action=getcompany"" rel=""nofollow""view/a
","0001396033
",S&P600
"a href=""/wiki/LeMaitre_Vascular"" title=""LeMaitre Vascular""LeMaitre Vascular/a
",LMAT,"Health Care
","Health Care Equipment
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=LMAT&amp;action=getcompany"" rel=""nofollow""view/a
","0001158895
",S&P600
"a href=""/wiki/Lindsay_Corporation"" title=""Lindsay Corporation""Lindsay Corporation/a
",LNN,"Materials
","Agricultural &amp; Farm Machinery
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=LNN&amp;action=getcompany"" rel=""nofollow""view/a
","0000836157
",S&P600
"Lantheus Holdings, Inc.
",LNTH,"Health Care
","Health Care Supplies
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=LNTH&amp;action=getcompany"" rel=""nofollow""view/a
","0001521036
",S&P600
"a href=""/wiki/El_Pollo_Loco_(United_States)"" title=""El Pollo Loco (United States)"" El Pollo Loco Holdings, Inc./a
",LOCO,"Consumer Discretionary
","Restaurants
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=LOCO&amp;action=getcompany"" rel=""nofollow""view/a
","0001606366
",S&P600
"Dorian LPG Ltd.
",LPG,"Energy
","Oil &amp; Gas Storage &amp; Transportation
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=LPG&amp;action=getcompany"" rel=""nofollow""view/a
","0001596993
",S&P600
"a href=""/wiki/Laredo_Petroleum"" title=""Laredo Petroleum"" Laredo Petroleum, Inc./a
",LPI,"Energy
","Oil &amp; Gas Exploration &amp; Production
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=LPI&amp;action=getcompany"" rel=""nofollow""view/a
","0001528129
",S&P600
"a href=""/wiki/LivePerson"" title=""LivePerson"" LivePerson, Inc./a
",LPSN,"Financials
","Application Software
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=LPSN&amp;action=getcompany"" rel=""nofollow""view/a
","0001102993
",S&P600
"a href=""/wiki/Liquidity_Services"" title=""Liquidity Services"" Liquidity Services, Inc./a
",LQDT,"Consumer Discretionary
","Specialized Consumer Services
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=LQDT&amp;action=getcompany"" rel=""nofollow""view/a
","0001235468
",S&P600
"LTC Properties, Inc.
",LTC,"Real Estate
","Health Care REITs
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=LTC&amp;action=getcompany"" rel=""nofollow""view/a
","0000887905
",S&P600
"Livent Corp.
",LTHM,"Materials
","Diversified Chemicals
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=LTHM&amp;action=getcompany"" rel=""nofollow""view/a
","0001742924
",S&P600
"Lexington Realty Trust
",LXP,"Real Estate
","Diversified REITs
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=LXP&amp;action=getcompany"" rel=""nofollow""view/a
","0000910108
",S&P600
"a href=""/wiki/La-Z-Boy"" title=""La-Z-Boy"" La-Z-Boy, Inc./a
",LZB,"Consumer Discretionary
","Home Furnishings
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=LZB&amp;action=getcompany"" rel=""nofollow""view/a
","0000057131
",S&P600
"a href=""/wiki/Macy%27s,_Inc."" title=""Macy's, Inc.""Macy's, Inc./a
",,Consumer Discretionary,Department Stores,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=M&amp;action=getcompany"" rel=""nofollow""view/a
","0000794367
",S&P600
"a href=""/wiki/ManTech_International"" title=""ManTech International"" ManTech International Corporation/a
",MANT,"Industrials
","Diversified Support Services
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MANT&amp;action=getcompany"" rel=""nofollow""view/a
","0000892537
",S&P600
"Matthews International Corporation
",MATW,"Industrials
","Diversified Support Services
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MATW&amp;action=getcompany"" rel=""nofollow""view/a
","0000063296
",S&P600
"a href=""/wiki/Matson,_Inc."" title=""Matson, Inc.""Matson, Inc./a
",MATX,"Industrials
","Marine
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MATX&amp;action=getcompany"" rel=""nofollow""view/a
","0000003453
",S&P600
"Monarch Casino &amp; Resort, Inc.
",MCRI,"Consumer Discretionary
","Casinos &amp; Gaming
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MCRI&amp;action=getcompany"" rel=""nofollow""view/a
","0000907242
",S&P600
"a href=""/wiki/Marcus_Corporation"" title=""Marcus Corporation"" The Marcus Corporation/a
",MCS,"Consumer Discretionary
","Movies &amp; Entertainment
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MCS&amp;action=getcompany"" rel=""nofollow""view/a
","0000062234
",S&P600
"a href=""/wiki/Mednax"" title=""Mednax""Mednax/a
",MD,"Health Care
","Health Care Services
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MD&amp;action=getcompany"" rel=""nofollow""view/a
","0000893949
",S&P600
"a href=""/wiki/MDC_Holdings"" title=""MDC Holdings"" M.D.C. Holdings, Inc./a
",MDC,"Consumer Discretionary
","Homebuilding
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MDC&amp;action=getcompany"" rel=""nofollow""view/a
","0000773141
",S&P600
"a href=""/wiki/Meredith_Corporation"" title=""Meredith Corporation""Meredith Corporation/a
",MDP,"Consumer Discretionary
","Publishing
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MDP&amp;action=getcompany"" rel=""nofollow""view/a
","0000065011
",S&P600
"a href=""/wiki/Allscripts"" title=""Allscripts"" Allscripts Healthcare Solutions, Inc./a
",MDRX,"Health Care
","Health Care Technology
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MDRX&amp;action=getcompany"" rel=""nofollow""view/a
","0001124804
",S&P600
"a href=""/wiki/Medifast"" title=""Medifast"" Medifast, Inc./a
",MED,"Consumer Staples
","Personal Products
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MED&amp;action=getcompany"" rel=""nofollow""view/a
","0000910329
",S&P600
"a href=""/wiki/Methode_Electronics"" title=""Methode Electronics"" Methode Electronics, Inc./a
",MEI,"Information Technology
","Electronic Manufacturing Services
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MEI&amp;action=getcompany"" rel=""nofollow""view/a
","0000065270
",S&P600
"Mercer International, Inc.
",MERC,"Materials
","Forest Products
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MERC&amp;action=getcompany"" rel=""nofollow""view/a
","0001333274
",S&P600
"a href=""/wiki/Magellan_Health"" title=""Magellan Health"" Magellan Health, Inc./a
",MGLN,"Health Care
","Managed Health Care
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MGLN&amp;action=getcompany"" rel=""nofollow""view/a
","0000019411
",S&P600
"MGP Ingredients, Inc.
",MGPI,"Consumer Staples
","Distillers &amp; Vintners
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MGPI&amp;action=getcompany"" rel=""nofollow""view/a
","0000835011
",S&P600
"M/I Homes, Inc.
",MHO,"Consumer Discretionary
","Homebuilding
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MHO&amp;action=getcompany"" rel=""nofollow""view/a
","0000799292
",S&P600
"Mesa Laboratories Inc
",MLAB,"Health Care
","Health Care Equipment
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MLAB&amp;action=getcompany"" rel=""nofollow""view/a
","0000724004
",S&P600
"Mueller Industries, Inc.
",MLI,"Industrials
","Industrial Machinery
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MLI&amp;action=getcompany"" rel=""nofollow""view/a
","0000089439
",S&P600
"a href=""/wiki/Marcus_%26_Millichap"" title=""Marcus &amp; Millichap"" Marcus &amp; Millichap, Inc./a
",MMI,"Real Estate
","Real Estate Services
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MMI&amp;action=getcompany"" rel=""nofollow""view/a
","0001578732
",S&P600
"Merit Medical Systems, Inc.
",MMSI,"Health Care
","Health Care Supplies
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MMSI&amp;action=getcompany"" rel=""nofollow""view/a
","0000856982
",S&P600
"a href=""/wiki/Monro_Muffler_Brake"" title=""Monro Muffler Brake"" Monro, Inc./a
",MNRO,"Consumer Discretionary
","Automotive Retail
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MNRO&amp;action=getcompany"" rel=""nofollow""view/a
","0000876427
",S&P600
"Modivcare, Inc.
",MODV,"Health Care
","Health Care Facilities
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MODV&amp;action=getcompany"" rel=""nofollow""view/a
","0001220754
",S&P600
"a href=""/wiki/Moog_Inc."" title=""Moog Inc.""Moog Inc./a
",MOG.A,"Industrials
","Aerospace &amp; Defense
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MOGA&amp;action=getcompany"" rel=""nofollow""view/a
","0000067887
",S&P600
"a href=""/wiki/Movado"" title=""Movado"" Movado Group, Inc./a
",MOV,"Consumer Discretionary
","Apparel, Accessories &amp; Luxury Goods
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MOV&amp;action=getcompany"" rel=""nofollow""view/a
","0000072573
",S&P600
"Motorcar Parts of America, Inc.
",MPAA,"Consumer Discretionary
","Auto Parts &amp; Equipment
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MPAA&amp;action=getcompany"" rel=""nofollow""view/a
","0000918251
",S&P600
"Marten Transport Ltd
",MRTN,"Industrials
","Trucking
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MRTN&amp;action=getcompany"" rel=""nofollow""view/a
","0000799167
",S&P600
"a href=""/wiki/Middlesex_Water_Company"" title=""Middlesex Water Company""Middlesex Water Company/a
",MSEX,"Utilities
","Water Utilities
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MSEX&amp;action=getcompany"" rel=""nofollow""view/a
","0000066004
",S&P600
"a href=""/wiki/MicroStrategy"" title=""MicroStrategy"" MicroStrategy, Inc./a
",MSTR,"Information Technology
","Application Software
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MSTR&amp;action=getcompany"" rel=""nofollow""view/a
","0001050446
",S&P600
"Matador Resources
",MTDR,"Energy
","Oil &amp; Gas Exploration &amp; Production
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MTDR&amp;action=getcompany"" rel=""nofollow""view/a
","0001520006
",S&P600
"a href=""/wiki/Meritage_Homes_Corporation"" title=""Meritage Homes Corporation""Meritage Homes Corporation/a
",MTH,"Consumer Discretionary
","Homebuilding
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MTH&amp;action=getcompany"" rel=""nofollow""view/a
","0000833079
",S&P600
"a href=""/wiki/Meritor"" title=""Meritor"" Meritor, Inc./a
",MTOR,"Industrials
","Industrial Machinery
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MTOR&amp;action=getcompany"" rel=""nofollow""view/a
","0001113256
",S&P600
"a href=""/wiki/Materion"" title=""Materion"" Materion Corp./a
",MTRN,"Materials
","Diversified Metals &amp; Mining
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MTRN&amp;action=getcompany"" rel=""nofollow""view/a
","0001104657
",S&P600
"Matrix Service Company
",MTRX,"Industrials
","Construction &amp; Engineering
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MTRX&amp;action=getcompany"" rel=""nofollow""view/a
","0000866273
",S&P600
"a href=""/wiki/MaxLinear"" title=""MaxLinear"" MaxLinear, Inc./a
",MXL,"Information Technology
","Semiconductors
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MXL&amp;action=getcompany"" rel=""nofollow""view/a
","0001288469
",S&P600
"Myers Industries, Inc.
",MYE,"Materials
","Metal &amp; Glass Containers
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MYE&amp;action=getcompany"" rel=""nofollow""view/a
","0000069488
",S&P600
"a href=""/wiki/Myriad_Genetics"" title=""Myriad Genetics"" Myriad Genetics, Inc./a
",MYGN,"Health Care
","Biotechnology
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MYGN&amp;action=getcompany"" rel=""nofollow""view/a
","0000899923
",S&P600
"MYR Group, Inc.
",MYRG,"Industrials
","Construction &amp; Engineering
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MYRG&amp;action=getcompany"" rel=""nofollow""view/a
","0000700923
",S&P600
"National Bank Holdings Corporation
",NBHC,"Financials
","Regional Banks
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=NBHC&amp;action=getcompany"" rel=""nofollow""view/a
","0001475841
",S&P600
"a href=""/wiki/Nabors_Industries"" title=""Nabors Industries"" Nabors Industries, Ltd./a
",NBR,"Energy
","Oil &amp; Gas Drilling
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=NBR&amp;action=getcompany"" rel=""nofollow""view/a
","0001163739
",S&P600
"a href=""/wiki/NBT_Bank"" title=""NBT Bank"" NBT Bancorp, Inc./a
",NBTB,"Financials
","Regional Banks
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=NBTB&amp;action=getcompany"" rel=""nofollow""view/a
","0000790359
",S&P600
"a href=""/wiki/NeoGenomics"" title=""NeoGenomics"" NeoGenomics Laboratories, Inc./a
",NEO,"Health Care
","Health Care Services
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=NEO&amp;action=getcompany"" rel=""nofollow""view/a
","0001077183
",S&P600
"Northfield Bancorp, Inc. (Staten Island, NY)
",NFBK,"Financials
","Thrifts &amp; Mortgage Finance
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=NFBK&amp;action=getcompany"" rel=""nofollow""view/a
","0001493225
",S&P600
"NMI Holdings, Inc.
",NMIH,"Financials
","Thrifts &amp; Mortgage Finance
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=NMIH&amp;action=getcompany"" rel=""nofollow""view/a
","0001547903
",S&P600
"Neenah, Inc.
",NP,"Materials
","Paper Products
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=NP&amp;action=getcompany"" rel=""nofollow""view/a
","0001296435
",S&P600
"a href=""/wiki/National_Presto_Industries"" title=""National Presto Industries"" National Presto Industries, Inc./a
",NPK,"Industrials
","Aerospace &amp; Defense
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=NPK&amp;action=getcompany"" rel=""nofollow""view/a
","0000080172
",S&P600
"a href=""/wiki/EnPro_Industries"" title=""EnPro Industries"" EnPro Industries, Inc./a
",NPO,"Industrials
","Industrial Machinery
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=NPO&amp;action=getcompany"" rel=""nofollow""view/a
","0001164863
",S&P600
"a href=""/wiki/Insight_Enterprises"" title=""Insight Enterprises"" Insight Enterprises, Inc./a
",NSIT,"Industrials
","Technology Distributors
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=NSIT&amp;action=getcompany"" rel=""nofollow""view/a
","0000932696
",S&P600
"a href=""/wiki/Netgear"" title=""Netgear"" Netgear, Inc./a
",NTGR,"Information Technology
","Communications Equipment
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=NTG&amp;action=getcompany"" rel=""nofollow""view/a
","0001122904
",S&P600
"Natus Medical, Inc.
",NTUS,"Health Care
","Health Care Equipment
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=NTUS&amp;action=getcompany"" rel=""nofollow""view/a
","0000878526
",S&P600
"a href=""/wiki/Northwest_Bank"" title=""Northwest Bank"" Northwest Bancshares, Inc./a
",NWBI,"Financials
","Thrifts &amp; Mortgage Finance
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=NWBI&amp;action=getcompany"" rel=""nofollow""view/a
","0001471265
",S&P600
"a href=""/wiki/NW_Natural"" title=""NW Natural""NW Natural/a
",NWN,"Utilities
","Gas Utilities
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=NWN&amp;action=getcompany"" rel=""nofollow""view/a
","0001733998
",S&P600
"Quanex Building Products Corporation
",NX,"Industrials
","Building Products
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=NX&amp;action=getcompany"" rel=""nofollow""view/a
","0001423221
",S&P600
"a href=""/wiki/NextGen_Healthcare"" title=""NextGen Healthcare"" NextGen Healthcare, Inc./a
",NXGN,"Health Care
","Health Care Technology
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=NXGN&amp;action=getcompany"" rel=""nofollow""view/a
","0000708818
",S&P600
"NexPoint Residential Trust, Inc.
",NXRT,"Real Estate
","Residential REITs
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=NXRT&amp;action=getcompany"" rel=""nofollow""view/a
","0001620393
",S&P600
